date,market,value
2023-09-11,-0.00497246,0.00510995
2023-09-12,-0.00256972,-0.00339802
2023-09-13,0.00516044,0.00085138
2023-09-14,0.00144168,-0.00197817
2023-09-15,0.01064017,-0.00193063
2023-09-18,-0.00105690,0.00793625
2023-09-19,0.01029405,0.00312813
2023-09-20,0.01069434,-0.00194230
2023-09-21,-0.00417281,-0.00041844
2023-09-22,-0.00681623,0.00381259
2023-09-25,0.00766710,0.00740112
2023-09-26,0.00443694,0.00317246
2023-09-27,-0.00426805,-0.00738346
2023-09-28,-0.00689297,-0.00446254
2023-09-29,0.00440111,-0.00102680
2023-10-02,0.00562588,0.00476574
2023-10-03,-0.01435113,-0.00307036
2023-10-04,0.01317243,-0.00453666
2023-10-05,-0.00729595,-0.00232675
2023-10-06,-0.00710772,0.00431464
2023-10-09,0.01719722,-0.00186260
2023-10-10,0.00392988,0.00485994
2023-10-11,0.00887596,-0.00103468
2023-10-12,-0.00224887,-0.00534607
2023-10-13,0.01380951,0.00393798
2023-10-16,-0.01095622,-0.00068238
2023-10-17,0.00859459,0.00154176
2023-10-18,0.00613176,-0.00644397
2023-10-19,-0.01114400,0.00185166
2023-10-20,0.00401966,-0.00105755
2023-10-23,-0.00455029,0.00740235
2023-10-24,0.01059563,0.00081058
2023-10-25,-0.00174259,-0.00216208
2023-10-26,-0.01080498,-0.00678822
2023-10-27,-0.00280076,-0.00456358
2023-10-30,0.00141381,-0.00281508
2023-10-31,0.00401200,-0.00643842
2023-11-01,0.00343811,0.00160859
2023-11-02,0.00816406,0.00939917
2023-11-03,-0.00868458,0.00029084
2023-11-06,0.01193195,-0.00440250
2023-11-07,0.01831616,-0.00635947
2023-11-08,-0.01125632,-0.00336997
2023-11-09,0.00904262,-0.00411265
2023-11-10,-0.01298528,-0.00590647
2023-11-13,0.00766756,0.00213741
2023-11-14,-0.00786695,0.00035165
2023-11-15,0.03123743,-0.00253971
2023-11-16,-0.01317488,0.00481304
2023-11-17,-0.00218624,0.00511040
2023-11-20,-0.00503882,-0.00126079
2023-11-21,-0.00042525,0.00511915
2023-11-22,-0.01173001,-0.00401703
2023-11-23,-0.01909727,-0.00219878
2023-11-24,0.00456759,0.00054207
2023-11-27,-0.00019396,0.00157390
2023-11-28,-0.00510220,0.00090058
2023-11-29,0.01052851,0.00236981
2023-11-30,0.00055291,-0.00133622
2023-12-01,-0.00085226,0.00098652
2023-12-04,0.00464157,0.01204997
2023-12-05,-0.00060172,0.00378103
2023-12-06,0.00532825,-0.00917624
2023-12-07,-0.01995781,-0.00186445
2023-12-08,-0.01677321,-0.00747847
2023-12-11,-0.00891077,-0.00395252
2023-12-12,0.00525440,0.00348619
2023-12-13,-0.00862339,-0.00203626
2023-12-14,0.00329073,-0.00721745
2023-12-15,0.00323717,-0.00244367
2023-12-18,-0.00958751,0.00589645
2023-12-19,0.00337663,-0.00034025
2023-12-20,-0.00152334,-0.00486515
2023-12-21,0.00257029,0.00113331
2023-12-22,-0.02293353,0.00001992
2023-12-25,-0.01564029,0.00813769
2023-12-26,0.00230790,0.00445850
2023-12-27,0.01827528,-0.00029616
2023-12-28,-0.00692983,-0.00787087
2023-12-29,0.00272955,-0.00151464
2024-01-01,-0.00934863,0.00018858
2024-01-02,-0.01257772,0.00165565
2024-01-03,0.01135373,-0.00322135
2024-01-04,0.00613095,-0.00033619
2024-01-05,0.00157205,-0.00206104
2024-01-08,-0.00835282,-0.00283688
2024-01-09,-0.00091674,-0.00868081
2024-01-10,0.00524634,0.01059036
2024-01-11,-0.00550323,-0.00025241
2024-01-12,-0.00490404,0.00069965
2024-01-15,0.01383662,0.00773698
2024-01-16,0.00044520,0.00360125
2024-01-17,0.01898584,-0.00602757
2024-01-18,-0.00302944,0.00596502
2024-01-19,-0.00207043,-0.00608829
2024-01-22,0.01782635,-0.00508490
2024-01-23,0.00352854,-0.00024739
2024-01-24,0.00236062,0.00253494
2024-01-25,0.00462710,0.00851951
2024-01-26,-0.00761330,-0.00634201
2024-01-29,-0.01006014,-0.00209673
2024-01-30,0.00526729,-0.00198250
2024-01-31,0.01254127,-0.00379173
2024-02-01,0.00217678,-0.00730479
2024-02-02,-0.00487044,-0.00619324
2024-02-05,-0.00936128,-0.00215947
2024-02-06,0.00283922,0.00120482
2024-02-07,0.00714680,-0.00005225
2024-02-08,0.00431677,-0.00505781
2024-02-09,0.00942590,0.00039811
2024-02-12,-0.00349756,0.00590511
2024-02-13,0.00439505,-0.00110260
2024-02-14,-0.01593594,0.00354879
2024-02-15,-0.00861144,0.00216102
2024-02-16,-0.01909603,0.00173751
2024-02-19,-0.00760962,0.00103855
2024-02-20,0.00599942,0.00010383
2024-02-21,-0.01514205,0.00355706
2024-02-22,0.00019046,0.00394465
2024-02-23,0.00555984,-0.00659271
2024-02-26,0.00629004,0.00217868
2024-02-27,-0.00503277,-0.00243033
2024-02-28,0.00053351,-0.00084154
2024-02-29,-0.00859060,0.00272779
2024-03-01,-0.01136796,-0.00359802
2024-03-04,0.00260588,0.00870014
2024-03-05,-0.00303910,0.00222591
2024-03-06,-0.01062202,0.00155078
2024-03-07,0.00737035,0.00282476
2024-03-08,0.00534486,0.00786584
2024-03-11,0.00393871,-0.00207590
2024-03-12,0.01217723,0.00109266
2024-03-13,0.03143184,0.00162737
2024-03-14,-0.01999138,-0.01018534
2024-03-15,-0.00306106,-0.00424232
2024-03-18,0.00212478,-0.00634487
2024-03-19,-0.00699467,0.00026401
2024-03-20,-0.00310556,-0.00039080
2024-03-21,0.01416264,-0.00420599
2024-03-22,0.00000258,-0.00065600
2024-03-25,-0.00277613,-0.00273256
2024-03-26,-0.00928930,0.00279822
2024-03-27,0.00337506,-0.00214900
2024-03-28,-0.00141134,0.00115284
2024-03-29,0.00614407,0.00691222
2024-04-01,0.01457383,-0.00246171
2024-04-02,-0.00193665,0.00652427
2024-04-03,-0.00194621,0.00438087
2024-04-04,-0.00621404,-0.00407905
2024-04-05,-0.00183186,0.00303169
2024-04-08,0.00873056,-0.00359934
2024-04-09,0.00934562,-0.00474282
2024-04-10,-0.00731267,-0.00094901
2024-04-11,0.00127426,0.00525942
2024-04-12,0.00357553,-0.00102672
2024-04-15,-0.01552716,-0.00048279
2024-04-16,-0.00947859,-0.00866952
2024-04-17,0.01061079,-0.00179007
2024-04-18,-0.00471670,0.00716108
2024-04-19,-0.00396430,-0.00168248
2024-04-22,-0.00647491,-0.00144958
2024-04-23,-0.00624468,0.00123767
2024-04-24,0.01069739,-0.00512295
2024-04-25,0.00649809,-0.00234595
2024-04-26,0.00312591,-0.00410721
2024-04-29,0.00508782,0.00226105
2024-04-30,-0.00568631,-0.00136628
2024-05-01,-0.01366055,0.01216517
2024-05-02,-0.00243833,-0.00325566
2024-05-03,0.01152741,0.01058238
2024-05-06,-0.00689391,0.00324220
2024-05-07,0.00034753,0.00505235
2024-05-08,0.00511145,-0.00312823
2024-05-09,0.00144308,0.00240622
2024-05-10,-0.00506269,-0.00353540
2024-05-13,-0.00044943,0.00554009
2024-05-14,0.01968030,0.00441544
2024-05-15,-0.00326947,-0.00042114
2024-05-16,-0.00197875,0.00091566
2024-05-17,0.00119510,0.00526530
2024-05-20,-0.00208054,-0.00295511
2024-05-21,0.00206809,-0.00031874
2024-05-22,0.00250206,-0.00170571
2024-05-23,0.00205303,-0.00281203
2024-05-24,-0.01777116,-0.00638785
2024-05-27,0.00242468,0.00168708
2024-05-28,0.00347311,0.00280595
2024-05-29,0.00415349,-0.00468300
2024-05-30,-0.00305854,-0.00368899
2024-05-31,-0.01370524,-0.00330427
2024-06-03,0.00126831,0.00283871
2024-06-04,0.01356193,-0.00876789
2024-06-05,0.00175389,0.00641256
2024-06-06,-0.01055901,0.00378094
2024-06-07,0.01121859,0.00441292
2024-06-10,-0.01625784,-0.00266047
2024-06-11,0.00898817,-0.00365308
2024-06-12,0.00294202,0.00047387
2024-06-13,-0.00776339,0.00003079
2024-06-14,-0.00078675,-0.01231205
2024-06-17,0.00466084,-0.00201759
2024-06-18,0.01521785,-0.00360889
2024-06-19,0.00705605,-0.00210987
2024-06-20,-0.01575264,-0.00388514
2024-06-21,0.02163552,0.00457180
2024-06-24,0.00008929,-0.00032791
2024-06-25,0.00312632,-0.00118143
2024-06-26,0.00447115,0.00244354
2024-06-27,0.00288195,-0.00256010
2024-06-28,0.00709925,0.00358071
2024-07-01,0.00323203,-0.00491932
2024-07-02,0.00256600,-0.00184534
2024-07-03,0.00318658,-0.00517881
2024-07-04,0.00331135,-0.00443197
2024-07-05,-0.00109560,0.00112116
2024-07-08,0.00264550,-0.00435962
2024-07-09,-0.00625694,-0.00144266
2024-07-10,0.00374900,-0.00588691
2024-07-11,0.01127901,0.00013767
2024-07-12,-0.00205871,-0.00209615
2024-07-15,-0.01233373,0.00030477
2024-07-16,-0.00746261,0.00691758
2024-07-17,0.00709244,0.00137536
2024-07-18,-0.00107106,-0.01210269
2024-07-19,0.00344839,-0.00136139
2024-07-22,0.00527997,0.00630242
2024-07-23,0.00324437,0.00316112
2024-07-24,-0.00421094,0.00392002
2024-07-25,-0.00331353,0.00433388
2024-07-26,-0.01258533,0.00661110
2024-07-29,-0.00054533,-0.00006233
2024-07-30,-0.00274033,-0.00077205
2024-07-31,-0.00477757,0.00521451
2024-08-01,0.00770511,0.00787594
2024-08-02,0.00059228,-0.00902159
2024-08-05,-0.01200568,-0.00139792
2024-08-06,-0.01616415,-0.00471642
2024-08-07,-0.00302094,0.00248738
2024-08-08,-0.00794210,-0.00849344
2024-08-09,-0.00421396,0.00310476
2024-08-12,0.00839133,-0.00818372
2024-08-13,-0.01270336,-0.00196971
2024-08-14,-0.00283784,-0.00256378
2024-08-15,-0.00147774,0.00502037
2024-08-16,0.00292143,0.00744386
2024-08-19,-0.00406247,-0.00207991
2024-08-20,0.00213165,-0.00439521
2024-08-21,-0.00642393,0.00211944
2024-08-22,-0.00002999,-0.00278566
2024-08-23,0.01370849,-0.00263688
2024-08-26,-0.00660961,-0.00359306
2024-08-27,0.00199211,0.00409602
2024-08-28,0.00353233,-0.00867181
2024-08-29,0.00398655,0.00217457
2024-08-30,-0.00376380,0.00206155
2024-09-02,0.00624229,0.00279801
2024-09-03,-0.00380983,-0.00062559
2024-09-04,0.00253637,-0.00183614
2024-09-05,-0.00031178,0.00430285
2024-09-06,0.00209396,-0.00739262
2024-09-09,0.00274999,0.00103859
2024-09-10,-0.00462407,-0.00412507
2024-09-11,0.00323139,0.00774465
2024-09-12,-0.00081270,0.00152727
2024-09-13,0.00161253,-0.00426247
2024-09-16,-0.02082857,-0.00685910
2024-09-17,-0.00007583,-0.00135056
2024-09-18,-0.00604454,0.00666250
2024-09-19,0.02004120,0.00320888
2024-09-20,-0.01383892,-0.00178275
2024-09-23,-0.00081383,0.01254375
2024-09-24,0.01319561,0.00301553
2024-09-25,-0.00770093,0.00280164
2024-09-26,0.00276687,-0.00842368
2024-09-27,0.00089057,-0.00013901
2024-09-30,-0.00791344,0.00553394
2024-10-01,-0.00076910,-0.00100580
2024-10-02,-0.00389195,0.00523436
2024-10-03,0.01683688,-0.00903490
2024-10-04,0.00280946,-0.00120861
2024-10-07,0.00958639,-0.00152375
2024-10-08,0.00052119,-0.00432679
2024-10-09,0.00010853,-0.00588354
2024-10-10,0.00941419,-0.00469294
2024-10-11,-0.01233452,-0.00189649
2024-10-14,-0.00367539,0.00221129
2024-10-15,-0.01856059,0.00750030
2024-10-16,0.01123302,-0.00206882
2024-10-17,0.01195768,0.00214089
2024-10-18,-0.00652313,0.00167631
2024-10-21,0.00073982,0.00532412
2024-10-22,-0.00699053,0.00681737
2024-10-23,0.00188425,0.00065830
2024-10-24,0.00713072,0.01154593
2024-10-25,-0.00187653,0.00409655
2024-10-28,-0.00028722,-0.00932386
2024-10-29,-0.00656667,-0.00790162
2024-10-30,0.00021982,0.00239508
2024-10-31,-0.00643425,-0.00885540
2024-11-01,-0.00409782,0.00185949
2024-11-04,-0.01273449,0.00228750
2024-11-05,-0.00469219,0.00400318
2024-11-06,-0.00925307,-0.00798732
2024-11-07,-0.00824613,-0.00175556
2024-11-08,0.00538907,-0.00068497
2024-11-11,-0.00641347,0.00492670
2024-11-12,0.00856241,0.00458647
2024-11-13,-0.01012496,0.00256129
2024-11-14,-0.00282312,-0.00123157
2024-11-15,0.00542902,-0.00577040
2024-11-18,-0.01832545,0.00594247
2024-11-19,-0.01244404,0.00608416
2024-11-20,-0.00036315,0.00453018
2024-11-21,-0.00046688,0.00577791
2024-11-22,-0.00985691,0.00277587
2024-11-25,0.00749063,0.00402216
2024-11-26,0.00559227,-0.00680592
2024-11-27,0.01275098,-0.00475695
2024-11-28,0.01060101,0.00403146
2024-11-29,-0.00824099,0.00005678
2024-12-02,0.01988679,-0.00587391
2024-12-03,0.00048605,-0.00224207
2024-12-04,-0.01157043,-0.00690910
2024-12-05,0.01133992,0.00077370
2024-12-06,0.01803342,-0.00417487
2024-12-09,0.00718332,-0.00831473
2024-12-10,0.00071016,-0.00680282
2024-12-11,0.00159933,0.00440623
2024-12-12,0.01959719,-0.00192692
2024-12-13,0.00119891,0.00162628
2024-12-16,0.00411403,0.00157762
2024-12-17,0.00272727,-0.00054411
2024-12-18,-0.02206689,-0.00571916
2024-12-19,-0.00430429,-0.00303832
2024-12-20,-0.01047606,-0.00113545
2024-12-23,-0.00740661,0.00442721
2024-12-24,-0.01035496,0.00238963
2024-12-25,-0.00848203,-0.00269090
2024-12-26,0.00227045,-0.00653160
2024-12-27,0.00049727,-0.00100058
2024-12-30,-0.02139460,0.00041746
2024-12-31,0.00130366,0.00165516
2025-01-01,-0.00452617,-0.00158549
2025-01-02,-0.00146666,-0.01256006
2025-01-03,-0.00812760,-0.00211056
2025-01-06,0.01689256,0.00559594
2025-01-07,0.00178388,-0.00614527
2025-01-08,0.01050852,-0.00188931
2025-01-09,0.00722692,0.00275448
2025-01-10,-0.00809762,0.00262299
2025-01-13,0.00384219,0.00553902
2025-01-14,0.00708273,-0.00391024
2025-01-15,-0.01827059,0.00662627
2025-01-16,0.00504996,-0.00610221
2025-01-17,-0.00672756,-0.00782335
2025-01-20,-0.00417176,-0.00253068
2025-01-21,-0.00826233,-0.00317042
2025-01-22,-0.00119109,0.00420675
2025-01-23,0.00526910,-0.00257899
2025-01-24,-0.00624511,-0.00191489
2025-01-27,0.00463643,-0.00091258
2025-01-28,-0.01533121,-0.00064584
2025-01-29,0.00330272,-0.00447727
2025-01-30,0.00293265,0.00055590
2025-01-31,0.01641881,0.00070198
2025-02-03,0.01151920,-0.00075959
2025-02-04,-0.00662455,0.00305488
2025-02-05,-0.00953439,-0.00281518
2025-02-06,0.00426718,-0.00571974
2025-02-07,-0.00530280,-0.00550545
2025-02-10,0.01735721,0.00292835
2025-02-11,-0.00364351,0.00474363
2025-02-12,-0.00089402,0.00048566
2025-02-13,0.00279212,0.00508227
2025-02-14,0.01814849,-0.00447242
2025-02-17,-0.00428804,-0.00178708
2025-02-18,-0.00542517,-0.00092391
2025-02-19,-0.00410470,0.00233192
2025-02-20,-0.00422327,0.00754197
2025-02-21,0.00323901,0.00225267
2025-02-24,0.00271940,-0.00375313
2025-02-25,-0.01410965,0.00942327
2025-02-26,0.00386532,0.00084212
2025-02-27,0.02281047,0.01046034
2025-02-28,-0.00207042,-0.00611902
2025-03-03,-0.01545156,0.00045591
2025-03-04,-0.00110898,-0.00328454
2025-03-05,0.01626912,0.00317231
2025-03-06,0.00138754,-0.00019213
2025-03-07,-0.02463390,0.00564559
2025-03-10,0.01118161,0.00402274
2025-03-11,-0.00375301,-0.00065993
2025-03-12,-0.00863055,-0.00062458
2025-03-13,0.00165889,-0.00346991
2025-03-14,0.00732069,-0.00556850
2025-03-17,-0.00728847,0.00148942
2025-03-18,-0.01661037,-0.00014809
2025-03-19,0.01000997,0.00053106
2025-03-20,-0.01120046,0.00004288
2025-03-21,0.00355789,-0.00184241
2025-03-24,0.00679246,-0.00493344
2025-03-25,0.00227396,-0.00301224
2025-03-26,0.01279404,0.01457139
2025-03-27,-0.00917093,0.00359674
2025-03-28,0.00654885,0.00463136
2025-03-31,-0.00793854,-0.00145697
2025-04-01,-0.00100085,0.00245521
2025-04-02,-0.00306330,0.00295035
2025-04-03,-0.01934793,0.00007513
2025-04-04,-0.00334169,0.00020844
2025-04-07,-0.00031226,0.00390610
2025-04-08,0.00016300,-0.00047549
2025-04-09,-0.00211922,-0.00463879
2025-04-10,0.02471290,-0.00471604
2025-04-11,-0.01224138,0.00413558
2025-04-14,0.00526567,0.00783740
2025-04-15,-0.00661665,-0.00006366
2025-04-16,-0.00693221,-0.01512632
2025-04-17,0.00225066,0.00286620
2025-04-18,0.00447630,-0.00079987
2025-04-21,0.00213932,-0.00103272
2025-04-22,-0.00308945,0.00505920
2025-04-23,0.02312247,0.00102559
2025-04-24,0.00298300,0.00558221
2025-04-25,0.00776213,0.00143923
2025-04-28,-0.00654504,0.00323992
2025-04-29,-0.00137756,-0.00254587
2025-04-30,-0.00421351,0.00333535
2025-05-01,-0.00809213,-0.00520429
2025-05-02,0.00391924,0.00050984
2025-05-05,0.01104983,-0.00613053
2025-05-06,-0.01696475,0.00150100
2025-05-07,0.00093515,0.00328913
2025-05-08,-0.01013545,0.00501179
2025-05-09,-0.01170912,-0.00080851
2025-05-12,-0.00155378,0.00360463
2025-05-13,0.02233763,0.00577028
2025-05-14,-0.00091471,0.00112228
2025-05-15,-0.01021997,0.00859974
2025-05-16,0.00121773,0.00234219
2025-05-19,0.01109365,0.00423287
2025-05-20,0.01134253,-0.00513652
2025-05-21,0.01338767,-0.00624864
2025-05-22,0.00314779,-0.00193656
2025-05-23,0.00163033,0.00326460
2025-05-26,0.00142056,-0.00224967
2025-05-27,-0.01444680,-0.00690032
2025-05-28,0.00037782,-0.00544258
2025-05-29,-0.00092687,-0.00050874
2025-05-30,0.00581785,-0.00328222
2025-06-02,0.00241344,0.00438925
2025-06-03,0.00152778,0.00057430
2025-06-04,-0.00270660,0.00304434
2025-06-05,-0.00548198,-0.00111922
2025-06-06,0.00522847,0.00149408
2025-06-09,-0.00555316,0.00424162
2025-06-10,-0.00263368,0.00345950
2025-06-11,-0.00524871,-0.00718101
2025-06-12,-0.01629891,-0.00098686
2025-06-13,-0.00966760,-0.00231927
2025-06-16,-0.00390213,-0.00202578
2025-06-17,-0.00037112,0.00486114
2025-06-18,-0.01035219,-0.00167902
2025-06-19,0.00717100,0.00589436
2025-06-20,-0.00653954,0.01668307
2025-06-23,0.00242086,0.01186329
2025-06-24,-0.01354610,0.00453878
2025-06-25,0.00168648,0.00496452
2025-06-26,0.00566756,0.00444147
2025-06-27,0.00373127,0.00718489
2025-06-30,-0.01386357,-0.00366939
2025-07-01,0.00239492,0.00078083
2025-07-02,-0.00001793,0.00020688
2025-07-03,0.00881881,-0.00690081
2025-07-04,-0.00482849,0.00061590
2025-07-07,-0.00573524,0.00372504
2025-07-08,-0.00950487,0.00093248
2025-07-09,0.00485804,-0.00315082
2025-07-10,-0.00388839,0.00074829
2025-07-11,-0.00262055,0.00271667
2025-07-14,0.00086853,-0.00092423
2025-07-15,0.00876696,0.00799419
2025-07-16,-0.00328849,-0.00376778
2025-07-17,0.00875415,-0.00059837
2025-07-18,-0.00539698,-0.00056060
2025-07-21,-0.00929106,0.00216584
2025-07-22,-0.01490483,0.00599920
2025-07-23,-0.00730404,0.00361091
2025-07-24,-0.00677389,0.00734011
2025-07-25,-0.02192064,-0.00357714
2025-07-28,-0.00919495,-0.00515357
2025-07-29,0.00606025,0.00947034
2025-07-30,0.00428973,-0.00146726
2025-07-31,0.00355271,0.00155151
2025-08-01,-0.00236516,0.00522461
2025-08-04,0.00583294,-0.00026441
2025-08-05,-0.00480276,0.00067114
2025-08-06,0.02070654,0.00527626
2025-08-07,-0.00969307,-0.00495160
2025-08-08,-0.01057802,0.00070664
2025-08-11,0.00729411,0.00073986
2025-08-12,-0.00956893,0.00442995
2025-08-13,0.00588483,-0.00119976
2025-08-14,0.00089873,-0.00148536
2025-08-15,-0.00338602,0.00293524
2025-08-18,-0.00348564,-0.01066083
2025-08-19,-0.00931702,-0.00122284
2025-08-20,0.00743448,0.00321046
2025-08-21,-0.00746560,-0.01130374
2025-08-22,-0.01439302,-0.00154270
2025-08-25,-0.01247569,-0.00182422
2025-08-26,-0.01752698,-0.00563110
2025-08-27,0.01043086,0.00304181
2025-08-28,0.01208399,-0.00258543
2025-08-29,-0.00738097,0.00091597
2025-09-01,0.00633264,-0.00361345
2025-09-02,-0.00315067,0.00283292
2025-09-03,0.00116946,-0.00091914
2025-09-04,0.01513557,0.00231970
2025-09-05,-0.00951529,0.00344548
2025-09-08,0.01620393,0.00257409
2025-09-09,0.01069040,-0.00665741
2025-09-10,-0.00866910,0.01215430
2025-09-11,0.00704603,-0.00161083
2025-09-12,0.00446814,-0.00541101
2025-09-15,0.00711836,0.00668983
2025-09-16,-0.00206098,0.00872224
2025-09-17,0.01384428,0.00330655
2025-09-18,-0.00688628,-0.00296185
2025-09-19,0.00695347,0.00383945
2025-09-22,-0.01203536,-0.00532339
2025-09-23,0.01028379,-0.00010223
2025-09-24,-0.00403244,0.00349792
2025-09-25,0.00789672,0.00020536
2025-09-26,0.00219173,-0.00033838
2025-09-29,-0.00554173,-0.00424472
2025-09-30,-0.00528877,-0.00198911
2025-10-01,-0.01059192,0.00166804
2025-10-02,0.01516333,0.00028226
2025-10-03,0.01158514,-0.00508210
2025-10-06,-0.00934207,0.00914119
2025-10-07,-0.01292839,0.00268799
2025-10-08,0.00796792,0.00187705
2025-10-09,0.00667733,-0.00523410
2025-10-10,-0.00032143,-0.00276578
2025-10-13,-0.00520884,-0.00317400
2025-10-14,-0.01326925,0.00411266
2025-10-15,-0.00674887,0.00296583
2025-10-16,-0.01041572,0.01163085
2025-10-17,0.00770258,0.00277084
2025-10-20,0.00116028,-0.00405723
2025-10-21,0.00495805,-0.00343253
2025-10-22,0.00065738,0.00923903
2025-10-23,-0.00963395,-0.00053817
2025-10-24,0.00915632,-0.00040184
2025-10-27,-0.00941603,0.00045039
2025-10-28,-0.00946534,-0.00486735
2025-10-29,0.00798840,0.00414706
2025-10-30,0.00747527,-0.00071990
2025-10-31,0.00624365,-0.00871948
