date,equity,credit,gold,utilities
2022-08-19,-0.01143621,-0.00194016,-0.00257323,-0.00081889
2022-08-22,-0.02728579,-0.01430499,0.00449446,-0.01162147
2022-08-23,0.00488717,0.00309076,-0.00367770,0.00450889
2022-08-24,0.02134578,-0.00030548,-0.01072758,0.00246747
2022-08-25,0.00470894,0.00625754,0.02102158,-0.00189154
2022-08-26,0.01335421,-0.00040244,-0.00753781,-0.00134986
2022-08-29,0.01759482,0.01323866,-0.00771624,0.01010388
2022-08-30,-0.01690596,-0.00285771,0.01611186,-0.00658185
2022-08-31,-0.01391307,-0.01929465,0.01129321,-0.01973332
2022-09-01,0.01739417,-0.00147200,-0.01371795,0.00941736
2022-09-02,0.02117505,0.01667699,-0.01237762,0.01971484
2022-09-05,0.00498001,0.00677710,-0.01408799,0.01355309
2022-09-06,0.02305838,0.01616591,0.01766585,0.01726468
2022-09-07,-0.00574354,0.00614234,-0.00202528,-0.01100383
2022-09-08,-0.00232388,-0.00236249,0.00863425,-0.00568735
2022-09-09,0.00277718,0.00318557,0.00605880,0.00530281
2022-09-12,-0.01490026,-0.00313531,-0.00666745,-0.00274753
2022-09-13,-0.01629953,-0.00300231,0.01266187,-0.00915926
2022-09-14,-0.02597326,0.00578719,0.00417020,-0.01149470
2022-09-15,0.00271767,0.00230104,-0.01486688,0.02126719
2022-09-16,-0.01546444,-0.00141520,0.00136192,0.00470953
2022-09-19,-0.00378657,-0.00273944,0.00293507,-0.00245192
2022-09-20,-0.00585865,-0.00174997,-0.00496460,-0.00923475
2022-09-21,-0.02229537,-0.00834513,-0.00707738,-0.02458979
2022-09-22,0.00976515,0.00115531,-0.00526942,0.01194941
2022-09-23,0.01001133,0.01484249,-0.00324164,0.00506824
2022-09-26,-0.01404051,0.00148762,0.02051145,0.00171701
2022-09-27,-0.00170496,0.00249282,-0.00258161,0.01202011
2022-09-28,0.00865182,0.00100711,-0.00388308,-0.00541931
2022-09-29,-0.02039066,0.00779903,0.00489109,0.00096046
2022-09-30,0.00308597,-0.00401853,-0.01482455,0.00109959
2022-10-03,-0.00573588,0.00153906,-0.00215303,-0.01033908
2022-10-04,-0.00798994,-0.00127783,-0.01447382,-0.00127931
2022-10-05,-0.01429012,-0.00100737,-0.00304784,0.00340380
2022-10-06,0.00991445,0.00600617,-0.00449111,-0.00093225
2022-10-07,0.01004501,-0.00044401,0.00703549,0.00848192
2022-10-10,-0.00373032,-0.00089765,-0.01716828,0.00563234
2022-10-11,0.00123941,-0.00496786,-0.01199413,-0.01093451
2022-10-12,0.00400091,0.00301419,-0.01061334,-0.01180659
2022-10-13,-0.01760864,-0.01277959,0.00468450,-0.00858520
2022-10-14,0.00643602,0.00832357,-0.00331104,-0.00712877
2022-10-17,-0.00194078,-0.00906163,-0.01075143,-0.00376472
2022-10-18,0.00575603,0.00173145,-0.00182089,-0.00505434
2022-10-19,0.00720549,0.01376112,0.01033416,-0.00149194
2022-10-20,0.01073203,0.00228364,0.00471549,0.01625115
2022-10-21,0.00683752,-0.01098344,0.00618220,-0.00140369
2022-10-24,0.01840917,0.00055181,0.01746967,0.00877120
2022-10-25,0.00492746,0.00139841,-0.00572707,-0.00441744
2022-10-26,-0.00060019,0.00867398,-0.00586130,0.01017053
2022-10-27,0.01235817,0.00402141,-0.00954842,0.00347485
2022-10-28,-0.02301437,-0.00004371,0.00543111,-0.00565614
2022-10-31,-0.00291458,-0.00058068,-0.00030476,-0.00161695
2022-11-01,-0.00503555,-0.01458042,0.00363207,-0.00890848
2022-11-02,0.01818424,0.00938916,-0.01272251,0.01282377
2022-11-03,-0.01652940,-0.01253180,0.00200359,-0.01413091
2022-11-04,0.01020001,0.00845566,-0.00809192,0.00338289
2022-11-07,0.00442570,0.00012036,-0.00329041,0.00581775
2022-11-08,-0.02432736,-0.00957500,0.00140973,-0.01336952
2022-11-09,-0.00429645,-0.00460705,-0.00435146,0.00173334
2022-11-10,-0.01319908,-0.00406699,0.00538269,-0.01201406
2022-11-11,-0.00204896,-0.00230875,0.00287169,-0.00244680
2022-11-14,0.00454901,-0.00244153,0.00363628,0.01061382
2022-11-15,0.01149303,-0.00320384,0.00081795,0.00503976
2022-11-16,-0.00174322,0.00125632,0.00330104,0.00843813
2022-11-17,0.01265211,0.01070954,0.00930219,0.01083784
2022-11-18,-0.00023971,0.00055231,-0.02454652,-0.00395136
2022-11-21,-0.02060687,-0.00538870,-0.01126941,-0.00820240
2022-11-22,0.00659927,0.00450031,0.00421439,0.00973556
2022-11-23,-0.03035683,-0.00602486,0.00102358,-0.01363194
2022-11-24,-0.01313506,-0.00735961,-0.00766412,-0.01575115
2022-11-25,0.01049047,-0.00294612,-0.00066371,0.00260047
2022-11-28,0.00696222,-0.00926495,-0.01376936,-0.00992617
2022-11-29,-0.01397740,-0.00746886,0.01366782,-0.00486295
2022-11-30,0.01879729,0.01127258,-0.00786485,0.01095740
2022-12-01,0.01134364,0.00010596,0.00951122,0.00386026
2022-12-02,-0.00655037,0.01060360,0.02139668,0.00045913
2022-12-05,0.00960125,0.00012348,-0.00639730,0.01214739
2022-12-06,-0.00343280,-0.00233500,0.00619861,0.00121960
2022-12-07,0.00109395,-0.00793345,-0.00012460,-0.00831235
2022-12-08,0.02439684,0.00369013,0.00003258,0.00482098
2022-12-09,0.00522811,-0.00464989,-0.00102228,-0.00728181
2022-12-12,-0.00387461,-0.00543299,0.01500614,0.00226883
2022-12-13,0.01086440,-0.00061750,-0.00513362,0.00530215
2022-12-14,-0.02482341,-0.00865142,0.00980899,-0.02255566
2022-12-15,-0.00653843,-0.00416567,0.00150062,0.00088286
2022-12-16,-0.00003988,0.00810459,-0.01199548,0.00719129
2022-12-19,0.01310397,0.00669473,0.00709995,0.00066153
2022-12-20,0.02722719,0.00383008,-0.00133168,0.01351629
2022-12-21,-0.01839130,-0.00664720,0.00079569,-0.00624686
2022-12-22,0.01263019,-0.00603303,-0.01130434,0.00459916
2022-12-23,-0.00405254,-0.00193082,-0.01044282,0.00568751
2022-12-26,-0.01319671,-0.00845686,0.01011334,0.00538334
2022-12-27,-0.02307595,0.00032805,0.00018535,-0.01260733
2022-12-28,0.01721321,0.00287552,-0.00527049,0.00823306
2022-12-29,-0.03059757,-0.01055887,0.00662581,-0.01421566
2022-12-30,-0.01896197,-0.00524172,-0.01205183,-0.02849169
2023-01-02,0.00912032,0.00290937,-0.00053568,-0.00030242
2023-01-03,0.01902951,0.00155317,-0.01254662,0.00515337
2023-01-04,0.02775652,0.01209128,0.00113340,0.01628818
2023-01-05,-0.02985366,-0.01622143,0.00648628,-0.01450038
2023-01-06,-0.00737306,0.00093864,-0.00245299,-0.00274019
2023-01-09,0.03674741,0.01830779,-0.01513816,0.02668697
2023-01-10,-0.03375513,-0.01598983,0.00061842,-0.02947852
2023-01-11,-0.03324126,-0.01429841,0.01297593,-0.01624025
2023-01-12,0.03791446,0.01753286,-0.02478096,0.02814838
2023-01-13,-0.07066643,-0.02847391,0.02620075,-0.03234768
2023-01-16,-0.03769716,-0.01386671,0.01662087,-0.01757929
2023-01-17,-0.02896810,-0.02015862,0.02294802,-0.01633080
2023-01-18,-0.02830860,-0.00421945,-0.00322451,-0.01512494
2023-01-19,-0.01132796,-0.00434341,0.01685773,-0.00513287
2023-01-20,0.01669799,-0.00094877,-0.01224440,0.00632914
2023-01-23,0.02086741,0.01061257,-0.02865505,0.01520840
2023-01-24,-0.06075977,-0.03469066,0.02078543,-0.03585370
2023-01-25,0.03134886,0.01524600,-0.00764174,0.01745915
2023-01-26,0.02995548,0.00907771,0.00606277,0.01882585
2023-01-27,-0.05847055,-0.02265117,0.01605061,-0.02728444
2023-01-30,-0.01508156,-0.01230736,-0.02820857,-0.00712898
2023-01-31,0.07472304,0.03663929,-0.01609442,0.04455844
2023-02-01,0.06320787,0.02859729,-0.00313596,0.02495019
2023-02-02,-0.02046867,-0.00153606,0.01147168,-0.00683909
2023-02-03,-0.08628024,-0.04534590,0.00738828,-0.05731918
2023-02-06,-0.07293920,-0.03978250,0.00733014,-0.05313427
2023-02-07,0.02008350,0.00875641,0.00603976,0.00404740
2023-02-08,0.01510342,0.01139130,-0.00288224,0.00695053
2023-02-09,0.05824588,0.02292160,0.00162085,0.01517689
2023-02-10,-0.00323934,0.00043341,-0.00358021,0.00205477
2023-02-13,-0.00106556,0.00221763,-0.00339611,-0.00748554
2023-02-14,-0.05709179,-0.02731635,0.00251970,-0.03463137
2023-02-15,-0.04179006,-0.01229455,-0.01329697,-0.02365538
2023-02-16,0.04068187,0.01884453,-0.00692961,0.02829652
2023-02-17,-0.04874129,-0.02430103,0.01901021,-0.02630552
2023-02-20,-0.02316489,-0.01446325,0.00954972,-0.01038709
2023-02-21,-0.05426367,-0.03035648,0.01573999,-0.02520511
2023-02-22,0.03193428,0.01721936,-0.00808625,0.02255666
2023-02-23,0.04252971,0.02922170,-0.02125308,0.03607472
2023-02-24,-0.05896738,-0.03121767,0.01094622,-0.04764451
2023-02-27,-0.03778073,-0.01335427,-0.01024129,-0.00486733
2023-02-28,-0.01220158,0.00426448,-0.00746444,0.00142279
2023-03-01,0.06308431,0.03430271,-0.00355280,0.04324844
2023-03-02,-0.01500441,-0.01187741,0.00631491,-0.01371001
2023-03-03,-0.03455518,-0.00783459,-0.01780508,-0.01659926
2023-03-06,-0.01021521,-0.00096290,0.01125337,-0.01532655
2023-03-07,-0.00354395,-0.00208778,-0.00700697,0.00273283
2023-03-08,0.00508888,-0.00521765,0.00580362,0.00295100
2023-03-09,0.00199568,0.00065473,0.01152154,-0.00666386
2023-03-10,0.01751534,0.00637606,-0.00324398,0.00505125
2023-03-13,-0.02792666,-0.01271296,-0.01398544,-0.02358819
2023-03-14,0.00340132,-0.00014752,0.00660066,-0.00028575
2023-03-15,0.00054527,0.00189153,-0.01032660,0.01318056
2023-03-16,-0.00265956,0.00464994,0.00440397,-0.00479559
2023-03-17,-0.00258399,-0.00640833,0.00489751,-0.00197149
2023-03-20,0.02662691,0.01514081,0.00029356,0.01649733
2023-03-21,-0.02031440,-0.00335906,0.00417509,-0.00731622
2023-03-22,-0.01430752,-0.00826636,0.02356541,-0.01873954
2023-03-23,0.00670182,0.00024338,0.00214864,0.01103036
2023-03-24,0.02193737,0.00083307,-0.00366461,0.00414999
2023-03-27,-0.01285887,-0.00759425,-0.00114596,-0.01864779
2023-03-28,-0.01717740,-0.00791562,0.01113370,-0.01406326
2023-03-29,-0.00041816,-0.00306738,0.00650779,-0.00795526
2023-03-30,-0.00768761,0.00353535,-0.00097384,-0.00344981
2023-03-31,-0.00704923,-0.01009616,0.00968800,-0.00994829
2023-04-03,0.01389038,0.00612867,-0.00730266,-0.00652484
2023-04-04,-0.00439946,-0.00177410,0.00556160,0.00935427
2023-04-05,-0.02107563,-0.00772898,-0.00027712,-0.01151901
2023-04-06,-0.01164498,-0.00098029,-0.01243793,-0.01021636
2023-04-07,-0.01636458,-0.00282803,0.00163022,-0.00654935
2023-04-10,0.00831909,0.00118438,-0.00447529,0.00024728
2023-04-11,0.02032658,0.01287852,-0.02234264,0.01031102
2023-04-12,0.01640355,0.00306016,-0.00239395,0.01093682
2023-04-13,-0.00496028,-0.00677811,-0.00607637,0.00154103
2023-04-14,-0.00538027,-0.01072994,0.00869437,-0.00980917
2023-04-17,0.01747011,0.00725696,-0.00963345,0.00523977
2023-04-18,0.01110919,0.01285436,-0.00440119,0.01281948
2023-04-19,-0.00664663,0.00214263,-0.01133038,-0.00624544
2023-04-20,-0.00083127,0.00477577,0.00487765,0.00503458
2023-04-21,0.02398953,0.00507335,0.01450848,0.00242974
2023-04-24,-0.00427270,-0.01124966,0.01077834,-0.00969322
2023-04-25,0.01378694,-0.00691098,-0.01321057,-0.01173124
2023-04-26,-0.00285938,0.00700721,-0.00804632,0.01350646
2023-04-27,0.00533147,-0.00099094,-0.00096835,-0.00409879
2023-04-28,-0.02700548,-0.01534721,-0.00168523,-0.00791006
2023-05-01,0.01330262,0.00074120,-0.00195762,0.00005024
2023-05-02,0.02378243,0.01471417,-0.00221264,0.01755108
2023-05-03,0.01794174,0.00979149,0.00279527,0.00516169
2023-05-04,0.00334851,-0.00886929,0.00247739,0.01719289
2023-05-05,0.01300700,0.01096113,0.00484870,0.01136233
2023-05-08,-0.00935454,-0.00553821,0.00256584,-0.00001601
2023-05-09,-0.00222281,-0.00409481,-0.00607826,-0.00125440
2023-05-10,-0.02031134,-0.00255199,0.00158887,-0.00602101
2023-05-11,0.00447724,0.00049515,0.00015835,0.00129432
2023-05-12,0.01083514,0.00291570,-0.00623699,0.01298836
2023-05-15,0.00351879,-0.00009773,0.00855874,0.00886729
2023-05-16,-0.01360379,-0.00152509,-0.00891885,-0.01612259
2023-05-17,-0.01232166,-0.00800952,0.00465953,0.00025108
2023-05-18,0.01428239,0.01429766,-0.01725488,0.01600206
2023-05-19,-0.01253263,-0.01066608,-0.02360685,-0.00006736
2023-05-22,-0.01136196,0.00210929,-0.00710382,-0.01254739
2023-05-23,0.00204036,0.00581710,-0.01530568,0.01361018
2023-05-24,0.00468213,0.00087971,0.00345844,-0.00269381
2023-05-25,-0.00573926,-0.01138200,-0.00548987,-0.01298157
2023-05-26,-0.01653198,0.00457557,-0.00813554,-0.00550613
2023-05-29,-0.00251803,0.00200404,-0.00827349,-0.00729531
2023-05-30,0.00893238,0.00258234,0.01080332,0.01014633
2023-05-31,0.01417675,0.01079208,-0.02285761,0.01928808
2023-06-01,0.01656108,0.00224504,-0.01635970,0.00680237
2023-06-02,-0.02499988,-0.00456803,-0.00031183,-0.00238731
2023-06-05,-0.00164338,-0.00842835,0.00493025,-0.01102040
2023-06-06,0.00462492,-0.00105046,0.00391824,-0.00169677
2023-06-07,-0.02228310,-0.00294273,0.01766190,-0.01086835
2023-06-08,0.01862821,0.00752415,-0.00474852,0.00733329
2023-06-09,0.01138871,-0.00346414,0.00906877,0.00221616
2023-06-12,-0.00307261,-0.00037944,-0.00081380,-0.00591791
2023-06-13,0.02020328,0.00944533,-0.00375223,0.00507888
2023-06-14,-0.01252713,-0.00513443,-0.00721057,-0.00328258
2023-06-15,-0.00008982,-0.00417537,-0.01265935,-0.01152530
2023-06-16,0.02020065,-0.00095236,-0.00857420,0.00807125
2023-06-19,0.00982788,-0.00271634,0.00979830,-0.00414157
2023-06-20,0.00586190,-0.00309387,0.01513366,-0.01060357
2023-06-21,-0.01298866,-0.01479072,0.01119692,-0.01435406
2023-06-22,-0.00547994,-0.00548328,-0.00482211,0.00508020
2023-06-23,0.00119707,-0.00587000,-0.00160651,0.00202398
2023-06-26,0.01060114,0.00331659,-0.00983416,0.00366689
2023-06-27,0.00868404,-0.00488430,0.00706933,0.00655359
2023-06-28,0.01791943,0.00475499,0.00606558,0.00372026
2023-06-29,-0.00367652,-0.00264837,0.00365006,0.00109019
2023-06-30,0.01043286,0.00030863,0.00182653,-0.01156878
2023-07-03,0.00427569,0.00805915,0.00368856,0.00360139
2023-07-04,-0.00458515,-0.00610566,0.00534117,-0.00996647
2023-07-05,-0.00802306,0.00876641,0.00298012,0.01653485
2023-07-06,-0.00002596,-0.00055066,0.01450924,0.00412033
2023-07-07,0.00375204,0.00364321,0.00287596,-0.00323643
2023-07-10,-0.00953825,-0.01042348,0.00734187,0.00326051
2023-07-11,-0.01046293,-0.00796177,-0.00377686,-0.00848207
2023-07-12,-0.01870412,-0.01233113,-0.01003086,-0.01429875
2023-07-13,-0.01431483,-0.00457075,0.00670352,-0.01335933
2023-07-14,0.00611658,0.00611795,0.02817423,-0.00641719
2023-07-17,-0.00381187,0.01095003,-0.00633639,0.00451594
2023-07-18,0.00274634,-0.00376316,0.00060174,-0.00136556
2023-07-19,0.01955240,0.01416947,-0.00402737,0.00314094
2023-07-20,0.00504225,0.00455293,0.00732930,0.00797364
2023-07-21,-0.01020210,-0.01414085,0.00798422,-0.00873214
2023-07-24,-0.00983077,0.00084970,0.01918942,-0.00144856
2023-07-25,0.00533941,0.00034834,0.01241441,0.00207450
2023-07-26,0.01200548,0.00590004,-0.01077527,0.01571315
2023-07-27,0.00740639,0.00597891,-0.01300635,0.00641333
2023-07-28,0.00407040,0.00183786,0.00501193,0.00125721
2023-07-31,-0.00375799,-0.00137375,-0.01467947,0.00956105
2023-08-01,0.00591271,0.00982234,-0.01219180,0.01356646
2023-08-02,0.00293206,-0.00324917,0.00512498,0.00147636
2023-08-03,0.00471034,-0.00890969,-0.00022299,-0.00461148
2023-08-04,-0.00102997,-0.00054053,0.00736914,0.00773124
2023-08-07,-0.01380118,0.00161197,0.01126086,0.00503822
2023-08-08,0.00920121,0.00936465,0.01350129,0.00786360
2023-08-09,0.00169280,-0.00788456,-0.01282302,0.00877126
2023-08-10,0.01770946,0.00671108,-0.00768225,0.01292674
2023-08-11,0.00411341,-0.00632251,-0.00756158,-0.01694134
2023-08-14,0.00718169,0.00046389,0.00112155,-0.00929850
2023-08-15,-0.01047855,0.00215675,-0.00146233,-0.00617215
2023-08-16,0.00068097,-0.00754726,-0.00500988,0.00499128
2023-08-17,0.01275044,0.00408959,0.01365829,0.00472391
2023-08-18,-0.02583160,-0.00725573,-0.00375123,-0.01160657
2023-08-21,-0.00641734,-0.00200684,-0.00094801,-0.00438204
2023-08-22,0.00041737,0.00818316,-0.00478712,0.00229849
2023-08-23,0.01671964,0.00550021,-0.00435761,0.00487944
2023-08-24,-0.02412227,-0.00684320,-0.00509602,-0.01460990
2023-08-25,0.01511481,0.00644594,-0.00763508,-0.00118422
2023-08-28,-0.01161794,-0.00166278,-0.00014470,-0.00641913
2023-08-29,0.00681383,0.00264907,0.01096759,0.00882922
2023-08-30,-0.02316956,-0.00721350,0.00483546,-0.00596296
2023-08-31,-0.00844075,-0.00736726,-0.00420388,-0.00828837
2023-09-01,-0.00422150,-0.00461434,0.00152088,0.00507344
2023-09-04,-0.00589061,0.00314432,-0.00378380,-0.00773910
2023-09-05,0.01647297,0.01446903,-0.00216928,0.00292781
2023-09-06,0.00269801,-0.00695617,-0.00954185,-0.01263814
2023-09-07,0.01544487,0.00895046,-0.00530729,0.01007094
2023-09-08,-0.01914341,0.00094327,-0.00057055,-0.00672904
2023-09-11,-0.01369074,0.00386628,-0.01361357,0.01595475
2023-09-12,0.00323424,0.00217060,0.02170940,0.00020734
2023-09-13,0.00971879,0.00935323,-0.00559470,0.00492745
2023-09-14,-0.00616526,-0.00242331,0.00340550,-0.00172975
2023-09-15,0.01357129,0.00535510,0.00587204,0.01876422
2023-09-18,-0.00833997,0.00144338,-0.01218598,0.00599815
2023-09-19,0.01275323,0.01129988,-0.00075645,0.01356428
2023-09-20,0.02505274,0.00826768,-0.00729740,-0.00056419
2023-09-21,-0.01187396,-0.00292781,-0.00241363,-0.01112760
2023-09-22,-0.00806374,0.00417755,0.00131655,-0.00143229
2023-09-25,0.01403433,0.00829262,0.00532314,0.01010755
2023-09-26,0.00205875,0.00217432,-0.02058039,0.00775289
2023-09-27,0.00053101,-0.01159182,-0.01013657,-0.00402172
2023-09-28,-0.01666109,-0.00643883,0.01191111,-0.00996057
2023-09-29,0.01186610,0.00335886,-0.00900799,-0.00206401
2023-10-02,0.01102469,0.00625845,-0.01127576,0.00678669
2023-10-03,-0.02032180,-0.01407427,0.00369907,-0.01997819
2023-10-04,0.00822590,0.00756445,0.01540781,0.01749064
2023-10-05,-0.01940480,-0.00089474,-0.00613616,-0.00206519
2023-10-06,-0.01387386,-0.00854950,-0.00661985,-0.01217916
2023-10-09,0.03200164,0.01238291,0.00294394,0.00841476
2023-10-10,0.00954330,-0.00217744,0.00446303,-0.00051680
2023-10-11,0.00641192,0.00933105,-0.00434860,0.01094966
2023-10-12,0.00186995,0.00146043,-0.00561481,0.00713774
2023-10-13,0.02147986,0.02142497,0.00612036,0.01613904
2023-10-16,-0.01435523,-0.01084326,-0.00764561,-0.00957271
2023-10-17,0.01940869,0.01505973,0.00178416,-0.00253233
2023-10-18,0.01386379,0.00148129,-0.00964849,-0.00002268
2023-10-19,-0.01061577,0.00224418,0.00247161,-0.01415457
2023-10-20,0.00791316,0.01062546,0.00735982,-0.00179457
2023-10-23,-0.00951347,-0.00895904,0.00222952,0.00290755
2023-10-24,0.00360968,0.00449982,0.01084529,0.00661701
2023-10-25,0.00230234,0.00269057,-0.00078923,0.00213510
2023-10-26,-0.02094374,-0.00328853,0.00358653,-0.01842342
2023-10-27,0.00754491,-0.00524502,-0.00363678,0.00608327
2023-10-30,0.00500174,-0.00378573,0.01244814,-0.00095762
2023-10-31,0.01981509,0.00445365,-0.01695286,0.00382091
2023-11-01,-0.01118311,-0.00275645,0.00495154,0.00035964
2023-11-02,0.00974673,0.01357023,-0.01313710,0.00494092
2023-11-03,-0.01067437,-0.00901222,0.00294254,-0.01201408
2023-11-06,0.00821088,0.00594701,0.01575002,0.00131676
2023-11-07,0.02941581,0.00898398,0.00381139,0.01026361
2023-11-08,-0.02608610,-0.00077890,0.00106973,-0.01293207
2023-11-09,0.00029556,0.00646821,-0.01188535,0.01875618
2023-11-10,-0.01636621,-0.00945454,0.00521116,-0.00667682
2023-11-13,0.00827339,0.00341610,0.00512056,0.00770441
2023-11-14,-0.01414397,-0.01412654,-0.01744263,-0.00868181
2023-11-15,0.04160459,0.02589748,-0.02192683,0.01905185
2023-11-16,-0.00626027,-0.00396279,0.00206420,-0.01167928
2023-11-17,-0.00026318,0.00705579,-0.01282785,0.00653208
2023-11-20,-0.00563211,0.00004903,0.00493170,-0.00464563
2023-11-21,0.00047685,-0.00391682,-0.00263169,-0.00182037
2023-11-22,-0.01290906,-0.00992610,-0.00323209,-0.00553907
2023-11-23,-0.03136557,-0.01459450,-0.00614451,-0.00918752
2023-11-24,-0.01082235,-0.00586685,-0.01240804,0.00728356
2023-11-27,0.00320304,-0.00340321,0.01612270,-0.00739847
2023-11-28,-0.01086402,-0.00286420,-0.00257817,0.00223424
2023-11-29,0.00642416,0.00847057,0.00040274,0.00716422
2023-11-30,0.00324450,-0.00424410,0.00541442,0.00105872
2023-12-01,-0.01410439,0.00636337,0.01798472,0.00516332
2023-12-04,0.00420206,0.00005675,-0.01003775,0.01244464
2023-12-05,0.00030134,0.00174652,0.01307681,0.00574702
2023-12-06,0.00043284,-0.00009666,-0.00838797,0.00342869
2023-12-07,-0.02899408,-0.01094767,0.00510303,-0.02139228
2023-12-08,-0.01704516,-0.02369766,0.00730085,-0.01252607
2023-12-11,-0.00846030,-0.00884355,-0.01859266,-0.00772075
2023-12-12,0.01309553,0.00381016,0.00915243,0.00992739
2023-12-13,-0.01612126,-0.00627264,-0.00062149,-0.00225883
2023-12-14,0.00647815,-0.00149538,-0.00195508,-0.00691463
2023-12-15,-0.00465019,0.00303724,-0.00099294,0.00374527
2023-12-18,-0.00235809,-0.00259358,-0.01735890,0.00573878
2023-12-19,0.00837278,0.00023766,0.00622305,-0.00424729
2023-12-20,0.00087077,0.00159434,-0.00325607,0.00393806
2023-12-21,0.00559873,-0.00232800,0.01182516,-0.00712138
2023-12-22,-0.02444955,-0.01431781,-0.00735240,-0.01247960
2023-12-25,-0.01243564,-0.00041979,0.00307468,-0.00776934
2023-12-26,0.00443802,0.00207524,-0.00814166,0.00446884
2023-12-27,0.01685299,0.01490567,-0.00363869,0.01531415
2023-12-28,-0.00577011,-0.01118149,0.01836666,-0.00572142
2023-12-29,0.01169481,-0.00417590,0.00717119,0.00841485
2024-01-01,-0.00457290,-0.00611054,-0.00186802,-0.01621427
2024-01-02,-0.00518512,0.00307900,-0.00685997,-0.01581366
2024-01-03,0.01574236,0.00570862,-0.00938324,0.00504500
2024-01-04,0.00284513,0.00314100,-0.00716067,-0.00234009
2024-01-05,0.00022117,0.00436304,0.01821805,-0.00206058
2024-01-08,-0.01520239,-0.00219445,0.02780718,-0.00421604
2024-01-09,-0.00003048,-0.00174052,0.00833296,-0.01030690
2024-01-10,0.00337776,0.01095170,0.00969684,0.01201221
2024-01-11,-0.00701942,-0.00024616,-0.00154300,0.00371280
2024-01-12,-0.00598002,-0.00215333,-0.00007340,0.00435683
2024-01-15,0.02104758,0.01364409,-0.01314502,0.01047938
2024-01-16,-0.00019855,0.00374188,0.00308401,-0.01029795
2024-01-17,0.01865110,0.00909821,-0.00766684,0.00805081
2024-01-18,-0.01770884,0.00239420,-0.02624639,-0.01399945
2024-01-19,0.00892080,0.00062165,0.01268990,-0.00210865
2024-01-22,0.01755385,0.01074107,-0.02065654,0.00149117
2024-01-23,0.00987961,0.00488423,-0.01158889,-0.00040941
2024-01-24,0.00557540,0.00284070,0.00439843,0.00191076
2024-01-25,0.00163984,0.00406373,-0.00226362,0.01107428
2024-01-26,-0.00097457,-0.01288580,0.01902831,-0.01857835
2024-01-29,-0.00971216,-0.01526126,0.00376340,0.00434861
2024-01-30,0.00861832,0.00063745,-0.00146136,-0.00037427
2024-01-31,0.01819610,0.00642888,0.00978164,0.00657099
2024-02-01,-0.00101970,0.00343221,-0.01969719,0.00673140
2024-02-02,0.01167211,-0.00465225,0.00224973,-0.00882028
2024-02-05,-0.00992508,-0.00967922,-0.00306739,-0.01099198
2024-02-06,0.01143387,-0.00910293,-0.01742878,0.00673093
2024-02-07,0.01561038,0.01336303,0.00033232,0.01456240
2024-02-08,0.01626907,0.00167377,0.00613571,-0.00607261
2024-02-09,0.00305704,0.00630053,0.00101119,0.00163089
2024-02-12,0.00213635,0.00102754,0.00810168,-0.00239508
2024-02-13,-0.00206171,0.00424580,-0.01266590,0.00658162
2024-02-14,-0.02201358,-0.01186536,0.00987461,-0.01716122
2024-02-15,0.00415289,-0.01040398,0.00893805,-0.01060804
2024-02-16,-0.01558665,-0.00829852,-0.00829728,-0.02168904
2024-02-19,-0.01235165,-0.00095483,0.01623828,-0.01208880
2024-02-20,0.02011599,0.01135256,-0.00720709,-0.00621675
2024-02-21,-0.01596105,-0.00987988,0.00985417,-0.02688072
2024-02-22,-0.01491015,0.00577140,0.01014754,-0.00274286
2024-02-23,0.01141409,-0.00310817,-0.00841272,0.00970878
2024-02-26,0.00857338,0.00680555,-0.00289249,0.00540735
2024-02-27,-0.00347089,-0.00962994,-0.01769858,0.00377044
2024-02-28,-0.00282072,-0.01054305,-0.00801136,-0.00742495
2024-02-29,-0.01902243,-0.01079585,0.00791225,-0.00947433
2024-03-01,-0.01748211,-0.00675873,0.01140980,-0.00648885
2024-03-04,-0.00188238,-0.00189714,0.00597810,0.00650789
2024-03-05,0.00076735,-0.00234103,-0.00227955,0.00048588
2024-03-06,-0.01063183,-0.00472748,-0.00416875,-0.01025423
2024-03-07,0.01006161,0.01644465,-0.00375169,0.01094624
2024-03-08,0.01312973,0.01103921,-0.01175260,0.00864909
2024-03-11,0.01877768,-0.00545287,0.01101288,0.00478298
2024-03-12,0.00756973,0.00604352,-0.02379140,0.01016317
2024-03-13,0.04405513,0.01224717,-0.00798278,0.03454747
2024-03-14,-0.02303811,-0.01868119,0.00054230,-0.02131545
2024-03-15,-0.01353067,0.00066108,0.00142733,-0.00657092
2024-03-18,0.01575870,-0.00627215,-0.00997941,0.00070822
2024-03-19,-0.00101094,0.00050954,0.00385259,-0.00577130
2024-03-20,-0.00537820,-0.00825100,-0.01241775,0.00003577
2024-03-21,0.02208466,0.01277388,-0.01554513,0.00489026
2024-03-22,-0.00385076,-0.00410209,-0.00177249,0.00908927
2024-03-25,0.00938853,-0.01288221,0.00772205,0.00107364
2024-03-26,-0.01014288,-0.00887745,-0.00921413,-0.00028751
2024-03-27,0.00401773,0.00293980,-0.00673933,0.00004420
2024-03-28,0.00564208,0.00265782,-0.00229683,0.00040380
2024-03-29,0.00221316,0.00864075,0.00162467,0.00109288
2024-04-01,0.01696267,0.00522245,-0.00075488,0.00379044
2024-04-02,-0.00204988,-0.00107594,-0.00367231,0.00050053
